,attention -> next-week abnormal volume,attention -> next-week return,attention (reversal-controlled) -> return,momentum (last-week return) -> return,GNN forecast -> same-week abnormal volume,GNN forecast -> same-week return
2024-03-22,0.25702075702075705,0.1221001221001221,0.18192918192918192,-0.15624195624195625,,
2024-03-29,0.5543345543345543,0.14833059660645867,0.2655677655677655,-0.1711711711711712,,
2024-04-05,0.21672771672771673,0.21784345922276957,0.30870279146141216,0.13181602655286864,,
2024-04-12,-0.2954822954822955,0.06896551724137931,0.19704433497536944,-0.07136083451872925,,
2024-04-19,0.27586206896551724,-0.18883415435139572,-0.03557744937055282,-0.4684684684684684,,
2024-04-26,-0.026272577996715927,0.003284072249589491,0.08866995073891626,-0.14509246088193456,,
2024-05-03,0.2829775588396278,-0.05309250136836344,-0.10344827586206896,-0.30749170222854433,,
2024-05-10,0.3437328954570334,0.004378762999452655,0.20689655172413793,-0.3191085822664769,,
2024-05-17,0.12205801860974276,0.35467980295566504,0.37328954570333883,-0.016121384542437174,,
2024-05-24,0.38478379857690204,-0.11548987411056376,-0.0481663929939792,-0.27999051683262205,,
2024-05-31,0.4488232074438971,-0.09304871373836891,-0.019704433497536946,0.14366998577524892,,
2024-06-07,-0.24028461959496444,-0.09797482211275313,-0.14833059660645867,0.07894736842105263,,
2024-06-14,-0.030103995621236997,0.13409961685823754,0.150519978106185,0.12588904694167852,,
2024-06-21,-0.31362889983579634,-0.05911330049261084,-0.010399562123700055,0.23731626363205308,,
2024-06-28,0.30815544608648054,-0.09688013136288998,-0.2348111658456486,0.24419155998103362,,
2024-07-05,-0.02681992337164751,-0.31198686371100165,-0.27805145046524354,-0.1872925557136083,,
2024-07-12,0.06349206349206349,0.10727969348659004,-0.009852216748768473,-0.10526315789473684,,
2024-07-19,0.16310892172961136,0.12643678160919541,0.009852216748768473,0.4129919393077287,,
2024-07-26,0.012588943623426383,0.08976464148877941,0.10344827586206896,0.06211474632527264,,
2024-08-02,-0.05309250136836344,0.3305966064586754,0.3749315818281335,0.0734945471787577,,
2024-08-09,-0.012588943623426383,0.13519430760810072,0.1231527093596059,0.21147463252726406,,
